ORTRrw3ClZ0Ld0LgY1H_5g,American (Traditional),"['Fast Food', 'Restaurants']",3.5,21,Pittsburgh
9aw0t0rlACKkMaxsX0KlKA,other,"['Food', 'Ice Cream & Frozen Yogurt', 'Fast Food', 'Restaurants']",3.5,10,Pittsburgh
5Udv4CASAXB2eH66TefWPQ,American (New),['Restaurants'],3.5,106,Pittsburgh
2Igiyhi82R8_QaaPplRmCw,other,"['Breakfast & Brunch', 'Diners', 'Restaurants']",4.5,275,Pittsburgh
Cex2R008tMFg8R5fAtf77w,other,"['Pizza', 'Restaurants']",4.0,37,Pittsburgh
n7G2XFGvmS3duDJ4AzjKiQ,Indian,['Restaurants'],3.0,32,Pittsburgh
8tBfgYCI6Fz9xrSYCYCYXA,Indian,['Restaurants'],3.5,10,Pittsburgh
qemCNgjeYGcFsRwxW9x4xw,Italian,"['Bars', 'Pizza', 'Nightlife', 'Restaurants']",3.5,93,Pittsburgh
iudRNo5Q8W7firUBYJEqQQ,other,"['Pizza', 'Restaurants']",2.5,10,Pittsburgh
2X5G4Ujq0s4Wfn4TC7gX0g,other,"['Pubs', 'Bars', 'Hot Dogs', 'Nightlife', 'Restaurants']",4.5,288,Pittsburgh
XQ7elqSFIRogvqpiTZz-Wg,American (Traditional),['Restaurants'],3.0,21,Pittsburgh
DzOPHyrG2XuVqKEvHCnN7w,other,"['Nightlife', 'Bars', 'Sandwiches', 'Restaurants']",4.5,58,Pittsburgh
nqRNOug4OMrYTTZg-qLxXA,other,"['Burgers', 'Pizza', 'Sandwiches', 'Restaurants']",4.5,16,Pittsburgh
h3la53L9-OX_HlfeAySh0Q,American (Traditional),"['Bars', 'Burgers', 'Nightlife', 'Sports Bars', 'Restaurants']",2.5,14,Pittsburgh
1vQLTKwmcmZXtNzfKEvMmA,Japanese,"['Sushi Bars', 'Restaurants']",3.0,52,Pittsburgh
hhNlQWaKqGbMPoeZHoL-IQ,Mexican,"['Tex-Mex', 'Restaurants']",3.5,94,Pittsburgh
SgQYRICpMdWCmY7wM2Cmcw,American (Traditional),['Restaurants'],3.0,20,Pittsburgh
sNmQJQWEVGheCnw5Tf4Phg,other,"['Soup', 'Sandwiches', 'Salad', 'Restaurants']",3.5,18,Pittsburgh
jrSGpWnVJy8jqgN6XSC7Nw,American (New),"['Italian', 'Seafood', 'Restaurants']",3.5,15,Pittsburgh
KZXtzoI84iI1CEcAnD7OPA,Italian,"['Pizza', 'Restaurants']",3.5,52,Pittsburgh
zpNGtjBlIkDq_PLGSCPlAg,Italian,"['Bars', 'Salad', 'Wine Bars', 'Nightlife', 'Restaurants']",3.5,29,Pittsburgh
FtjvnLhh51ZBYEpKAARaFQ,American (New),['Restaurants'],3.0,94,Pittsburgh
z4cCguoHdU48pj6sXMIzqg,other,"['Seafood', 'Restaurants']",2.5,76,Pittsburgh
sbTF0cLKZH6_BP8BLARVDg,other,"['Tapas Bars', 'Bars', 'Nightlife', 'Restaurants']",2.5,29,Pittsburgh
OxIeMVcop5oxBUWANi-1Rw,American (New),"['Bars', 'Cocktail Bars', 'Nightlife', 'Lounges', 'Restaurants']",3.5,202,Pittsburgh
imzKM9-mgN1Yk_RIXx3IgA,Italian,"['Food', 'Ethnic Food', 'Specialty Food', 'Restaurants']",4.0,27,Pittsburgh
IEHaU93HpEbdUO4z4bKzDw,American (Traditional),['Restaurants'],3.5,18,Pittsburgh
NeUf9FyCCIN4MEseNyqkXQ,American (New),"['Bars', 'Restaurants', 'Nightlife', 'Sports Bars', 'Sandwiches']",3.5,463,Pittsburgh
JcP-IIrZkW_Yyv4a0yLRCw,Italian,"['Pizza', 'Sandwiches', 'Restaurants']",3.0,10,Pittsburgh
buVALudg30kgkDusqB3yJw,Mexican,"['Food', 'Grocery', 'Restaurants']",4.0,88,Pittsburgh
wHi8ODv7TGmeUB02XoX-mA,other,"['Seafood', 'Restaurants']",2.5,219,Pittsburgh
WXpi9z1bqF9raZSW8z70Ow,Greek,"['Mediterranean', 'Restaurants']",3.5,44,Pittsburgh
DhDNNHZtaBxYNSqJz64ixg,Italian,['Restaurants'],4.5,29,Pittsburgh
PxP19Rb88OQKiSMl2oWNsg,Greek,"['Mediterranean', 'Middle Eastern', 'Restaurants']",3.0,71,Pittsburgh
9mwShpTgZofOujt4JfyGmw,Italian,['Restaurants'],2.5,97,Pittsburgh
90Fqfzd8zD9AuuNBSv9lAg,American (Traditional),['Restaurants'],4.0,68,Pittsburgh
pvGT62T6Ci1LKOS9DL42pg,other,"['Sandwiches', 'Restaurants']",4.0,24,Pittsburgh
A2XkbJ07hrR80t0EFgLikQ,American (Traditional),"['Cafes', 'Restaurants']",3.5,17,Pittsburgh
L5387MoRyx9orlRyYfCSPA,other,"['Sushi Bars', 'Restaurants']",4.0,44,Pittsburgh
dHDi4wCcjsOR6vcZ8oOIoA,Korean,"['Sushi Bars', 'Restaurants']",3.0,110,Pittsburgh
41CXLCeB8z2oNdIOvnrzIA,other,"['Seafood', 'Restaurants']",2.5,68,Pittsburgh
l2gPB9mqiHSbpwSUa7zrjg,Italian,['Restaurants'],2.0,16,Pittsburgh
gfpl_GyyY5uj6zJnIdzImQ,other,"['Cafes', 'Restaurants']",3.5,10,Pittsburgh
l-OmDgEd4QkZpyXVpkp2yA,other,"['Pizza', 'Restaurants']",3.0,26,Pittsburgh
0FgwBx7pgmNdUtsd_T8UYQ,other,"['Steakhouses', 'Restaurants']",4.0,77,Pittsburgh
SzHTdZR3yY1WBYUxkVxmUQ,Italian,['Restaurants'],3.0,18,Pittsburgh
xgcZN3F2f9LxLASQK_xzhw,other,"['Delis', 'Restaurants']",4.0,26,Pittsburgh
uUorjstNslr3gkIsVGtQAg,American (Traditional),['Restaurants'],3.0,13,Pittsburgh
Bza-l75OiKcMRmTYILpyfQ,other,"['Hot Dogs', 'Restaurants']",3.5,22,Pittsburgh
1E53rS8afK2jiLod8Jwy7A,Chinese,['Restaurants'],2.5,24,Pittsburgh
AH1PrZQDIdjpKgy1z8XxUg,Greek,"['Sandwiches', 'Salad', 'Restaurants']",3.5,26,Pittsburgh
XmdTkxKyJd7TuDLoiic1kg,Italian,"['Bars', 'Restaurants', 'Nightlife']",3.5,317,Pittsburgh
nBl_NeArpL08MpoghDiA_A,other,"['Pizza', 'Restaurants']",3.5,82,Pittsburgh
J011r7mUV1QhgLJ7GkrtMw,other,"['Burgers', 'Restaurants']",4.0,45,Pittsburgh
-KQ283hJkBO12u8XOrlCcQ,other,"['Seafood', 'Restaurants']",3.0,99,Pittsburgh
SvoJ3Y3uqDfB4iGUaWXh8Q,other,"['Pizza', 'Restaurants']",3.0,40,Pittsburgh
6xEl2PDJulIp1PfWqa7-aA,other,"['Pubs', 'Irish', 'Nightlife', 'Bars', 'Restaurants']",3.5,33,Pittsburgh
GQloL8yRHymE0SGZq-B0zQ,Vietnamese,['Restaurants'],3.0,12,Pittsburgh
Lm_mR5xDF91OeZw97ch41g,Thai,['Restaurants'],2.5,29,Pittsburgh
KnlNwiIELDWAR686Bk2WJg,Chinese,['Restaurants'],4.0,17,Pittsburgh
XzaJf6WzpU7RsXTXzx72Xg,American (New),['Restaurants'],4.0,57,Pittsburgh
PTS4MxQel-xzj5qWxVn3LQ,other,"['Pizza', 'Restaurants']",3.5,51,Pittsburgh
IvgKdlte_JNdd17XRxkOrg,other,"['Pizza', 'Restaurants']",3.5,24,Pittsburgh
bDK_jzy3Shx7jfn8_plNoA,other,"['Pizza', 'Restaurants']",4.0,31,Pittsburgh
PhIGoo9g6GBrqgH_6yZXXQ,Indian,['Restaurants'],4.0,74,Pittsburgh
uBW3PIKqc-_eyG1_vdJn1w,Vietnamese,['Restaurants'],4.0,68,Pittsburgh
DsxLIr-b6WlDn9YNsVBu_A,other,"['Food', 'Grocery', 'Delis', 'Restaurants']",4.5,30,Pittsburgh
FD6OocZdFUfE2J5H0WN4fA,other,"['Nightlife', 'Bars', 'Sandwiches', 'Restaurants']",3.5,19,Pittsburgh
LN3OCT1xOedbf65xKzFSNw,Indian,['Restaurants'],4.0,88,Pittsburgh
tQpYnf3P3Q_OQLYYJvlV-A,American (Traditional),"['Bars', 'Nightlife', 'Restaurants']",3.5,24,Pittsburgh
KH6stvNdq_aV0HvKw8P5yA,other,"['Food', 'Grocery', 'Delis', 'Restaurants']",3.5,22,Pittsburgh
dxCqGkhtXq-9fYEsX7Mf6Q,Vietnamese,['Restaurants'],4.0,231,Pittsburgh
--UE_y6auTgq3FXlvUMkbw,American (Traditional),"['Breakfast & Brunch', 'Diners', 'Restaurants']",3.5,146,Pittsburgh
YTqSkgOiiI9HG3hNH7ovfg,Italian,"['Seafood', 'Restaurants']",3.5,26,Pittsburgh
vgXE1I7c9ElcfYyZfQiN1Q,American (Traditional),"['Burgers', 'Steakhouses', 'Restaurants']",4.0,292,Pittsburgh
-Nanlb7SYXObqQ6dZ49UOg,Italian,"['Bars', 'Restaurants', 'Nightlife']",3.0,60,Pittsburgh
3zgswf_NfBJpeAoWeTkgMA,American (Traditional),"['Pubs', 'Bars', 'Nightlife', 'Restaurants']",4.0,54,Pittsburgh
uOwuJJhGaiAzuaDY7-o14g,American (Traditional),"['Event Planning & Services', 'Caterers', 'Comfort Food', 'Restaurants']",3.5,14,Pittsburgh
7XXmky6YYjsvKFwho_eavg,American (Traditional),"['Bars', 'Nightlife', 'Restaurants']",4.0,73,Pittsburgh
o_wRqOpli9kyZGXlJtLLdA,other,"['Breakfast & Brunch', 'Sandwiches', 'Restaurants']",4.0,41,Pittsburgh
5MChfa-jZfMo3vBpolkSbw,Italian,['Restaurants'],3.5,91,Pittsburgh
sxeuOMBRllOHXJTaUlI9kQ,Thai,['Restaurants'],4.0,179,Pittsburgh
ptmsW2SSeFD2I6vspJs0lQ,American (New),['Restaurants'],3.0,38,Pittsburgh
r8jeeS3k_diihMDSu9IjlA,Italian,"['Pizza', 'Restaurants']",4.5,189,Pittsburgh
cH8I7JgPXcrcutT1a3YrjQ,Greek,['Restaurants'],4.5,21,Pittsburgh
dQjaHoo89bLymdMm4S5_1g,Italian,['Restaurants'],4.5,20,Pittsburgh
gCiKiqPGAC_ZVt5bBcwnrw,other,"['Bakeries', 'Food', 'Cafes', 'Restaurants']",4.5,58,Pittsburgh
UjJMQguryo1jypomvOCZgg,Italian,"['Pizza', 'Restaurants']",3.5,21,Pittsburgh
vWnwaD-kykqiEc2Q0hbYsw,other,"['Burgers', 'Fast Food', 'Restaurants']",2.0,11,Pittsburgh
T4D7wX6GuCYChwRmser-0A,Chinese,['Restaurants'],4.0,10,Pittsburgh
cESul2ojJOjadz-7BKB5eg,Middle Eastern,"['Mediterranean', 'Restaurants']",4.0,52,Pittsburgh
hbFCv2Rginf9zjai-lKUNg,Chinese,['Restaurants'],3.5,50,Pittsburgh
vs3UrHaSnzFOxmFU2UAfxQ,Chinese,['Restaurants'],2.5,15,Pittsburgh
6-rJjW6ITl5o_FliiNgZRA,Italian,"['Pizza', 'Restaurants']",4.0,194,Pittsburgh
mPlWLIA4pkHMRtlQDm6UyQ,Japanese,"['Sushi Bars', 'Restaurants']",4.0,127,Pittsburgh
sa3xqElJEv97MazozLeszw,other,"['Pizza', 'Restaurants']",4.0,36,Pittsburgh
MkrQV_nyxyC1F5ut5KxDMQ,other,"['Soup', 'Sandwiches', 'Salad', 'Restaurants']",3.5,12,Mount Lebanon
jJfTh2O3M2Q716akd9Dr9w,American (Traditional),"['Bars', 'Burgers', 'Nightlife', 'Sports Bars', 'Restaurants']",3.0,42,Pittsburgh
9SPwF-vRgtuHxciFxv5YLA,Japanese,"['Korean', 'Asian Fusion', 'Restaurants']",4.0,237,Pittsburgh
Cy9XgM3ZG2jZ1ganvolb6Q,Japanese,['Restaurants'],4.0,112,Pittsburgh
rgmptwPbBH1wLpiBHcbIhA,American (Traditional),"['Bars', 'Nightlife', 'Diners', 'Restaurants']",3.5,262,Pittsburgh
i_nkxbd7feg44QkdbG05UA,American (New),['Restaurants'],3.0,87,Pittsburgh
vSZDiKiF8vf9zt_BcDL7GQ,American (Traditional),"['Bars', 'Restaurants', 'Sports Bars', 'Nightlife']",3.5,61,Pittsburgh
DkX3YoxhH4uADsgVgQThew,American (Traditional),"['Bars', 'Nightlife', 'Restaurants']",3.0,51,Pittsburgh
sQWSHCIH_HUT4HUXaxDaBA,other,"['Food', 'Sandwiches', 'Bagels', 'Breakfast & Brunch', 'Restaurants']",3.0,23,Pittsburgh
rUQfZOengMpXFkLvJrNJ3g,other,"['Food', 'Tea Rooms', 'Breakfast & Brunch', 'Bed & Breakfast', 'Hotels & Travel', 'Restaurants']",4.5,26,Pittsburgh
Oq5MyNxNi-xuXdPOWR9O_g,other,"['Bars', 'Pizza', 'Nightlife', 'Restaurants']",3.0,21,Pittsburgh
xgK6AAhJ-cYBUCSaLzgTuw,Italian,['Restaurants'],3.5,217,Pittsburgh
Z-BI5HJmC2HcpiVuXwVM3A,Latin American,"['Peruvian', 'Restaurants']",4.0,75,Pittsburgh
kxZIebwbpe_ddry6EKMdCg,other,"['Pizza', 'Restaurants']",4.0,16,Pittsburgh
TxKmAsKQjND5vbhBdUSyIA,other,"['Breakfast & Brunch', 'Restaurants']",4.0,222,Pittsburgh
cmGR1HS9ms233roSllcglw,French,"['Breakfast & Brunch', 'Creperies', 'Restaurants']",4.0,73,Pittsburgh
mXHBxHrAJPnPWnm_OKuZTQ,other,"['Burgers', 'Fast Food', 'Restaurants']",2.5,20,Pittsburgh
Q9BXMPu2HnRDMq9X_2rHrQ,other,"['Fast Food', 'Restaurants']",3.0,83,Pittsburgh
jeS38QWMVkA6S-4lMi1Frg,American (New),['Restaurants'],3.0,32,Pittsburgh
q5g_zeAdwsZQp0p9GPnTJw,other,"['Pizza', 'Restaurants']",3.0,13,Castle Shannon
7QBJDNVH6VPAStSvOM_lZA,Chinese,['Restaurants'],4.0,14,Pittsburgh
hxWwXE1mqNuSghYBr5bLWg,other,"['Pizza', 'Restaurants']",4.5,10,Pittsburgh
WrP8KeKTlWcjqQPj2DJKGQ,American (New),"['Diners', 'Restaurants']",4.0,13,Pittsburgh
-tcf1WSfc2iNRf75AMW6pw,other,"['Sandwiches', 'Restaurants']",3.5,28,Pittsburgh
dwz55gqPZwSBD74yFFb27g,Chinese,"['Sushi Bars', 'Taiwanese', 'Restaurants']",3.0,51,Pittsburgh
rEpubmz577MOhpDmWPH1uw,Thai,['Restaurants'],3.5,22,Pittsburgh
ufyh6h4GsR-RYY2lC_Iz7w,American (Traditional),"['Bars', 'Nightlife', 'Lounges', 'Restaurants']",3.0,22,Pittsburgh
9VtaTbTKVK9sQVy4j2RO-w,American (New),['Restaurants'],3.5,24,Pittsburgh
PFAOxw4Gl8gm7PGWvohCWg,American (Traditional),"['Bars', 'Burgers', 'Nightlife', 'Sports Bars', 'Restaurants']",3.0,17,Pittsburgh
HPcrrz8uipPQyK-5zd6w9Q,Italian,"['Pizza', 'Chicken Wings', 'Restaurants']",2.5,10,Belmont
W-2Tuk4uWYm5BsdlWju8wg,other,"['Seafood', 'Restaurants']",3.5,14,Belmont
c-Pa13Lq1eB0VwLVoyJ7lg,other,"['Sandwiches', 'Restaurants']",2.5,13,Belmont
qJTHaHFKQIKXKX3I17Nw9w,other,"['Burgers', 'Fast Food', 'Restaurants']",2.5,14,Belmont
JkF2CPy63ivoK1FUqprQ7w,Chinese,['Restaurants'],3.5,12,Belmont
OkV0BMQxRRYJ5t5sbeU93A,American (New),"['Restaurants', 'Event Planning & Services', 'Caterers']",3.5,14,Belmont
sJtGRBWYUj013nkFA4Hrdg,Italian,"['Pizza', 'Sandwiches', 'Restaurants']",4.5,74,Huntersville
qYuSoVBS_1i_btLzFefDeg,other,"['Pizza', 'Restaurants']",3.5,23,Matthews
HlvPa_iypwt5RwUHl-Dz3g,Chinese,['Restaurants'],2.5,10,Matthews
2VuPoaFPktvtAqTX_Fzc-A,Mexican,['Restaurants'],3.0,15,Mount Holly
jyF0rwmQEIdDWVtP5vlf3w,American (Traditional),['Restaurants'],4.0,31,Mount Holly
lX3XYcMWoRlHjrmkoGNefQ,other,"['Chicken Wings', 'Restaurants']",4.0,29,Pineville
2_0P2AmSSFtPgddio0MgYA,German,['Restaurants'],4.5,175,Pineville
BO0zz8gort7o-6KuecIv3Q,American (Traditional),"['Seafood', 'Restaurants']",2.5,39,Pineville
_Bz6YWNI5bi0gqQI4GLvqQ,other,"['Delis', 'Sandwiches', 'Salad', 'Restaurants']",4.0,50,Pineville
SVKC_-gIQFkHElZ6bFsE6g,Italian,"['Restaurants', 'Pizza']",2.5,96,Pineville
l2ynPEBj9S_yN9gjg32tBA,Mexican,"['Fast Food', 'Tex-Mex', 'Restaurants']",3.5,12,Pineville
AUDuCSWYzzRP3H2w7TxtuQ,American (Traditional),"['Steakhouses', 'Barbeque', 'Restaurants']",3.5,49,Pineville
Gw5POFxBRoJxN_ZYhk6lgQ,other,"['Food', 'Sandwiches', 'Bagels', 'Breakfast & Brunch', 'Restaurants']",4.0,17,Charlotte
DE_11y6_vCmPBlbeYskh-Q,American (Traditional),"['Bars', 'Nightlife', 'Steakhouses', 'Sports Bars', 'Restaurants']",2.5,15,Pineville
4WsTFTH8GgnyFHwrH9nHzA,Italian,"['Bars', 'Salad', 'Wine Bars', 'Nightlife', 'Restaurants']",3.0,75,Pineville
QMZe84KFyZy0IlCBb1v91A,American (Traditional),"['Barbeque', 'Restaurants']",3.0,14,Pineville
PVooCeYIrp9E2rtrL4R98g,American (Traditional),['Restaurants'],4.5,18,Pineville
5p3Tqyp19UowO0-dAFvxMw,Chinese,"['Buffets', 'Restaurants']",3.0,38,Pineville
T1jYZFB_7cqdhuvzpxfFWQ,other,['Restaurants'],3.0,21,Pineville
Zm9uQ4SYpZzUb3epDMeb7A,Chinese,['Restaurants'],4.0,12,Pineville
LT0AgHTpDifuHSXgyLmJwg,American (Traditional),"['Hot Dogs', 'Breakfast & Brunch', 'Restaurants']",3.5,44,Charlotte
USdRzNk14UdjZWFgBJb0wA,American (New),"['Southern', 'French', 'Restaurants']",4.0,40,Charlotte
ePP0Eqz8JKSbtdt2phiB4A,American (Traditional),"['Cajun/Creole', 'Bars', 'Pubs', 'Nightlife', 'Restaurants']",4.5,242,Charlotte
ASwN3Ih0Eh1oH0npLbzVjA,American (Traditional),"['Greek', 'Mediterranean', 'Restaurants']",3.5,19,Charlotte
Lt9o2RmacVY2L-IWLA8uTg,American (Traditional),['Restaurants'],4.0,80,Charlotte
gpCtDCSXIoQx70cq9itfNA,other,"['Burgers', 'Hot Dogs', 'Sandwiches', 'Restaurants']",4.0,57,Charlotte
-6JY1T0w4XETux5kGOj84g,American (Traditional),"['Bars', 'Restaurants', 'Sports Bars', 'Nightlife']",3.0,42,Charlotte
WuCcv_Dyd_1B_1-4jwK7sQ,other,"['Pubs', 'Irish', 'Nightlife', 'Bars', 'Restaurants']",3.5,222,Charlotte
rT-iPtIXMKj3dTcl87lbOw,Chinese,['Restaurants'],3.5,114,Charlotte
vIXUw1cLG84-m8LzOg3f-w,other,"['Burgers', 'Bars', 'Restaurants', 'Sports Bars', 'Nightlife']",2.5,29,Charlotte
4glD2-evDFddHjQaEVpCPQ,Japanese,"['Sushi Bars', 'Restaurants']",4.0,48,Charlotte
ym9QwkmB5ZKTyj7q5huTDw,American (Traditional),"['Bars', 'Pubs', 'Nightlife', 'American (New)', 'Restaurants']",3.5,234,Charlotte
QMX1ssofSveU3qhVAKLnXA,Japanese,"['Korean', 'Seafood', 'Restaurants']",4.0,14,Charlotte
XzhsJecsCYj-Wc32zOWqmg,other,"['Southern', 'Restaurants']",3.5,15,Charlotte
9fxTX1uyyYF4ugx68AG2sg,American (New),"['Southern', 'Restaurants']",3.0,30,Charlotte
df7cda6f5lMADGnoVHd8pg,American (New),['Restaurants'],4.0,17,Charlotte
Heon0PS3J4RGmMa-VflCuA,Mexican,"['Fast Food', 'Restaurants']",4.0,23,Charlotte
-Am2JVkb7nwvBAUwSugG0A,American (New),"['Breakfast & Brunch', 'Southern', 'Restaurants']",3.5,14,Charlotte
mpDxBBGywUE6GRRKja3sBA,other,"['Soul Food', 'Southern', 'Restaurants']",3.5,652,Charlotte
