kAid56AY_laxGYslMdsYJw,other,3.5,106,Charlotte
CChwRoYVXA3QZulS8a6xOQ,other,4.5,267,Charlotte
t5l-H2KdY4MQgLDMENz9WQ,American (Traditional),3.5,27,Charlotte
C9CF7p53Y0L5ErKRhhFhng,American (New),4.0,38,Charlotte
nkNdTqpv1m5GBKx8xrpluw,other,4.5,36,Charlotte
LUylwiKNsS7_iumytRgAmw,other,3.0,25,Charlotte
TLrX4FECQDFz-E45TI_9ow,other,3.5,45,Charlotte
e5J3s-xxs1S6PPHJhldBEA,American (New),3.0,60,Charlotte
qqVmZ3H7j06pcJFaSA4pcg,other,4.5,12,Charlotte
4-B5ou1FbGVjVEQd3FAoIA,other,4.5,32,Charlotte
PowgfhnMrRKscqecHZdLzQ,Latin American,4.0,10,Charlotte
376PDtBpGi74Os08TvCkhg,French,3.0,60,Charlotte
G5dIek0rXPTHlqlJpCNmpw,American (New),3.0,19,Charlotte
v96eOvQGYHukDu_UWqNl4A,American (Traditional),4.0,17,Charlotte
b856Q36EWKbwbm_XdJER8Q,American (Traditional),3.0,22,Charlotte
wpFOZbONc7qUYz6YmBfKuQ,American (New),3.0,73,Charlotte
eaqJQP6bp7rQJQt5KqfvxQ,other,3.5,174,Charlotte
hBscDTusN57Ai0SnkQK8Sg,other,3.5,95,Charlotte
CDH2dyRcJUDPM1xj4AD0lQ,other,4.0,21,Charlotte
JgGpBGMAb1Nc2Z5jVIwZMA,Chinese,2.0,21,Charlotte
L9D9xHVgCo71ZoO1ZBGOsQ,other,4.0,16,Charlotte
uDoTFFud2mXE3VT1Jt9L5A,French,4.5,90,Charlotte
FRYCe6Yc0rPzzloSWSsl1g,other,3.5,23,Charlotte
MQnNtW1lHS-eid3QNUoUIw,Italian,4.0,270,Charlotte
n2MTry6EWZKwDxxm9-povQ,other,4.0,14,Charlotte
nuCgH96Tfe6CFXznvmKdhA,Pakistani,3.0,97,Charlotte
MMNBgMQCdwyVoNaHg0h_QA,other,3.5,158,Charlotte
c9D0yUos-jGOZaUv7SgCFw,other,3.0,15,Charlotte
oYo5e7TUAYGRdx_0rjohww,Ethiopian,4.0,33,Charlotte
l3mzaesyc90rxXt2d4HpTg,other,2.5,14,Charlotte
8PsQqhrAH5uqJ7HODOmXYg,Greek,3.0,21,Charlotte
cibtubYc6gd8T6Y-nPPByw,Chinese,3.5,84,Charlotte
nhPdxY-jbf-XVQ6Hq6qJPw,American (Traditional),3.5,15,Charlotte
G3EsKzy3i-CvrEDjZzTV0g,Chinese,3.5,38,Charlotte
TwwD5FQSe0vk1Ecp89HjEw,American (New),4.5,135,Charlotte
jTGQUWGIVvL-aY03C5BEmw,other,4.0,374,Charlotte
YbqNbrnOEk2T0qIBbTivuQ,other,4.0,50,Charlotte
OigTHfCur-D8Ne-bV1ngOg,other,3.5,11,Charlotte
rpq5pRzrVPXt9wKm17LV7Q,American (New),2.5,17,Charlotte
X-uPUUV7xPiKivsQzJD-wg,other,2.0,35,Charlotte
MCFxbw9hQYejyvg59T44TA,Italian,2.5,80,Charlotte
xopQn_MCE8bSBOyhsj6pVw,Italian,1.5,15,Charlotte
P4r-LsB1ldgvlgli40Yu-Q,other,2.0,18,Charlotte
crKd3Kf3YYP8znwoMvcA-g,Greek,3.5,14,Charlotte
tw3wtf5ou5TcuIvidn3cOQ,other,4.0,24,Charlotte
M89wkxqAcXuVMtWh91BIjg,Greek,4.0,20,Charlotte
diPvh48CJsNW0hsf9981ZA,American (New),3.0,17,Charlotte
1AXQja1QV47FGU0Jp0CSxw,other,3.5,15,Charlotte
xP-6TN10JA_7C6-V1-JOEQ,other,3.5,23,Charlotte
cpxwd_iFG3Oh1LUMJn0rOQ,other,3.5,105,Charlotte
4kM-mP7z1nP015R2Tlz1Tw,other,2.5,25,Charlotte
hIQRiE3UsYH7UsrsDwJwLA,American (Traditional),3.0,130,Charlotte
WkD7OrSIHLzgOQo9wQHu-A,American (Traditional),4.0,64,Charlotte
CxGK5_GoIhG9798zYPsvfA,Mexican,3.5,48,Charlotte
IKUVWL75eSoC71G2fBphmA,Chinese,4.0,60,Charlotte
Y_OeiGhTm6ZEfZ1UQgM_wA,Japanese,4.0,119,Charlotte
4CPrhBc4Ado90fj7PG6jrA,Chinese,3.0,120,Charlotte
1gKBusJMk66ypwEKF0vOAA,other,4.0,98,Charlotte
s-cFWOk9LXXZCrm4lKpjEg,Chinese,4.0,102,Charlotte
UzMMpUFwJhwUkHOyeXeWsQ,American (Traditional),4.0,143,Charlotte
KLYI39LFvsPzS_2-j9qgIA,American (New),3.0,12,Charlotte
BOp3jcpYy31M85H1DLnEEw,other,4.0,170,Charlotte
Lw-01HQDswygHvAZfwkpxA,American (Traditional),4.5,23,Charlotte
UFvogJEUiLSJwyx2LSz2uQ,Middle Eastern,3.0,14,Charlotte
90ZdW5Hq-QHKFxLsO3T5FA,other,3.5,19,Charlotte
KQqkkg5jaxIbdMIG4MJCIw,other,4.0,36,Charlotte
AL259yRTSk5jQp6C4tjSiA,Mexican,4.0,14,Charlotte
Lom8K4ZK5LIlRe2ZO90s9w,Chinese,2.5,18,Charlotte
CESMPxEWnj42f4nTXV3_yw,American (Traditional),3.5,20,Charlotte
F-e-sWfVd3eCYll3BP1QFA,American (Traditional),4.0,191,Charlotte
-s-OW4Kr9YY3SBmRdpgFdQ,other,3.5,23,Charlotte
p_HFt0I92MHDNPWvdtyEBA,Mexican,4.0,163,Charlotte
KpJeQaB0ca6k1-Wdduokqw,Greek,3.0,26,Charlotte
0sbPpUIyTpcx90bLRsVx0w,American (Traditional),4.0,25,Charlotte
oDEaIbq68RkKu2z_kLeMdw,Chinese,2.0,11,Charlotte
mh1le9QGMrZLohAjfheJJg,other,2.0,11,Charlotte
7FZ9597M9LhHXGbBD-0VFg,other,3.5,60,Charlotte
5WeccFfcgqpuHJiWegAclw,American (Traditional),3.5,12,Charlotte
2iiCazdKZjFYy46FR8iySA,other,4.5,12,Charlotte
27cIh0prWEOO2anhGx2G8A,American (Traditional),4.5,19,Charlotte
va9aHf7SEIfKLnvOmeavIw,Japanese,3.0,15,Charlotte
687wG68J1XicP5YzMqKqFQ,American (Traditional),3.0,22,Charlotte
jr8D3lu1S0-eRpIVxkKnMA,Italian,1.5,21,Charlotte
Khv_fiHqB4JcMkzzz7yd7Q,American (New),4.0,82,Charlotte
r-pBY6vR_Iu5XhPRvPnquw,American (Traditional),3.5,45,Charlotte
c2RzHxH4DQcH4A-a5FpidQ,other,3.0,13,Charlotte
CnQpjJ37QT75YA_OAzqgDw,other,2.0,20,Charlotte
IbWfpebkP64zWgc9-ZVtZA,American (Traditional),3.0,36,Charlotte
i-tKO0n-1Tq6sTFUrhg9-Q,Chinese,4.0,101,Charlotte
5pa2LaT37MOBBmUr36J-eQ,American (New),4.0,69,Charlotte
pvaUE-Cmg6k37GQ-LluOLw,other,4.5,14,Charlotte
3IQSDaqbnqACADJWlXpRkA,other,4.0,22,Charlotte
P0aKJw8rb0DKLaGottHEAw,Japanese,3.0,58,Charlotte
4zr5_OOjwTdOEE7d_181RA,Indian,3.5,87,Charlotte
qam5QKFE2a8MQBkxznrr3w,Chinese,3.5,98,Charlotte
DReLu6HuFOm4p-jYZpgQkw,Thai,3.5,115,Charlotte
i-cEO98lTS10WH30FyKvGA,other,2.5,22,Charlotte
-9Zy-3vhvOtsY5u2taOfQQ,American (Traditional),3.5,27,Charlotte
QoCjVVy4--QNyVRkzQTCEg,Chinese,2.5,20,Charlotte
xLZilmaLXY0r-dBFaiLxww,Japanese,4.0,58,Charlotte
f9WqdqHuZtwg41HDLSKaPA,Thai,3.5,50,Charlotte
jm2VltGSjXCX6Da27Y-Ndw,Thai,3.5,23,Charlotte
NHIWIA3g7oLZ5gW1tpjf8w,other,3.0,50,Charlotte
2kz1P9SlJNAndRkXk4bCDA,Mexican,3.5,21,Charlotte
bffCUYaQ4FejTfu_xFwjyQ,Greek,4.0,11,Charlotte
rg1-6A-8SKXGh_p-Abbyxg,Mexican,3.5,89,Charlotte
fBX9zO0TYlI05G8Mw5xSBw,other,3.5,12,Charlotte
GNKcvMI0RyVQyEA4jNQXjQ,Italian,3.5,58,Charlotte
SgjcjIxsAlVkcrtLaLxtTg,American (Traditional),3.5,25,Charlotte
JId-omv3reUpFcL0dhhegQ,other,4.0,20,Charlotte
UUs667cl2g2SjmWcOYgCVw,American (Traditional),2.5,10,Charlotte
hlME5-P2CudNDCUSIX2cxQ,Greek,3.5,27,Charlotte
M8CC5_9vEvt1yOI2pnkvKA,other,4.0,24,Charlotte
CN6AB-R4OLsKxFhQ1Kk68g,other,3.5,47,Charlotte
qC21Nl_OUfTr_xf8ZjzOcg,Mexican,4.0,23,Charlotte
zOY-W35waCcBWDmjX7_MFQ,other,4.0,20,Charlotte
qZ1bDtcercwUw4w7trpVjQ,American (Traditional),2.0,55,Charlotte
